id,category,step,executed_at,inputs,outputs,db_location,notes
A0011,execute,pmquant-ladder-e2e,2026-09-04T03:12:31+00:00,pmquant-ladder-e2e,/tmp/sweepvckttmle/runs25/pmquant-ladder-e2e-2026-04-01-ea71fe83,/tmp/sweepvckttmle/runs25/pmquant-ladder-e2e-2026-04-01-ea71fe83,state=error hash=ea71fe83 asof=2026-04-01
A0012,execute,"e2e sweep with AdamW (5,12,25 epochs): does the gate GO",2026-09-04T03:12:32+00:00,"/home/user/dskit/.venv/bin/python /tmp/claude-0/-home-user/66401f5f-c522-5eae-9358-ca57f5e784df/scratchpad/epoch_sweep.py 5,12,25 80",,,Root cause of the flat loss: pack default optimizer is SGD; recipe now declares AdamW.; exit 0
A0013,execute,pmquant-ladder-e2e,2026-09-04T03:12:52+00:00,pmquant-ladder-e2e,/tmp/sweepl5zd_sk2/runs8/pmquant-ladder-e2e-2026-04-01-99ef5576,/tmp/sweepl5zd_sk2/runs8/pmquant-ladder-e2e-2026-04-01-99ef5576,state=error hash=99ef5576 asof=2026-04-01
A0014,execute,pmquant-ladder-e2e,2026-09-04T03:13:07+00:00,pmquant-ladder-e2e,/tmp/sweepeaj1ab44/runs8/pmquant-ladder-e2e-2026-04-01-249bb8ed,/tmp/sweepeaj1ab44/runs8/pmquant-ladder-e2e-2026-04-01-249bb8ed,state=error hash=249bb8ed asof=2026-04-01
A0015,execute,e2e: run-e2e.json on the synthetic world (stat test -> transformer -> MIO),2026-09-04T03:15:54+00:00,/home/user/dskit/.venv/bin/python -m pytest tests/test_e2e.py tests/test_configs.py -q -p no:cacheprovider,,,First full pass after AdamW + explicit fee table.; exit 1
A0016,execute,pmquant-ladder-e2e,2026-09-04T03:17:10+00:00,pmquant-ladder-e2e,/tmp/dumpugw3jvug/runs/pmquant-ladder-e2e-2026-04-01-d9be7239,/tmp/dumpugw3jvug/runs/pmquant-ladder-e2e-2026-04-01-d9be7239,state=ran hash=d9be7239 asof=2026-04-01
A0017,execute,e2e GREEN: run-e2e.json runs stat test -> transformer -> MIO (synthetic world),2026-09-04T03:18:19+00:00,pytest tests/test_e2e.py tests/test_configs.py,"16 passed; GO on KXSYNA+KXSYNB, 3014 lots / 2201.86 outlay on a 2500 budget",,"Success criterion met: one document, 22 nodes; exit 0"
A0018,execute,full dskit suite (tier-1/2 + every child by subprocess) after integration,2026-09-04T07:52:15+00:00,/home/user/dskit/.venv/bin/python -m pytest /home/user/dskit/tests -q -p no:cacheprovider -x --timeout=1500,,,Whole-repo verification before the skeptic review relaunch.; exit 4
A0019,execute,full dskit suite (tier-1/2 + every child by subprocess) after integration,2026-09-04T07:54:36+00:00,/home/user/dskit/.venv/bin/python -m pytest /home/user/dskit/tests -q -p no:cacheprovider,,,Whole-repo verification before the skeptic review relaunch (re-run: A0018 was a pytest usage error).; exit 1
A0020,research,skeptic-review-of-the-2026-09-04-rebuild-money-model-and-vendor-paths,2026-09-04T08:06:54+00:00,"Skeptic review of the 2026-09-04 rebuild: money, model and vendor paths",docs/research/skeptic-review-of-the-2026-09-04-rebuild-money-model-and-vendor-paths.md,docs/research/skeptic-review-of-the-2026-09-04-rebuild-money-model-and-vendor-paths.md,
A0021,execute,post-review verification: child suite + touched dskit suites + purity gates,2026-09-04T08:08:00+00:00,/home/user/dskit/.venv/bin/python -m pytest /home/user/dskit/children/pmquant /home/user/dskit/tests/onboarding /home/user/dskit/tests/pipeline_libs/test_observations.py /home/user/dskit/tests/pipeline/test_purity.py /home/user/dskit/tests/pipeline/test_kinds_flow.py /home/user/dskit/tests/pipeline/test_kinds_banking.py /home/user/dskit/tests/children/test_skeleton.py -q -p no:cacheprovider,,,After the three skeptic reviews landed their fixes.; exit 0
A0022,execute,pmquant-ladder-e2e,2026-09-04T08:09:32+00:00,configs/run-e2e.json,/home/user/dskit/children/pmquant/pipeline_runs/pmquant-ladder-e2e-2026-04-01-e807c889,/home/user/dskit/children/pmquant/pipeline_runs/pmquant-ladder-e2e-2026-04-01-e807c889,state=ran hash=e807c889 asof=2026-04-01
A0023,execute,final full dskit suite before commit,2026-09-04T08:09:35+00:00,/home/user/dskit/.venv/bin/python -m pytest /home/user/dskit/tests -q -p no:cacheprovider,,,"Expected residue: optuna not installed (21), two root-user chmod tests, intraday_equities' known start-date failure.; exit 1"
A0024,acquire,acquire the synthetic ladder world into ./onboarding_root (alias synthetic),2026-09-04T08:09:41+00:00,"pmquant.testing.acquire_synthetic(seed 11, KXSYNA+KXSYNB, 80 events/series)","streams pit + markets, backfill",./onboarding_root,exec refused an 82-char step AFTER running the command; recorded by hand
A0025,acquire,probe: polymarket pack download() against the real HF dataset (meta object),2026-09-04T11:57:03+00:00,/home/user/dskit/.venv/bin/python /tmp/claude-0/-home-user/66401f5f-c522-5eae-9358-ca57f5e784df/scratchpad/hf_probe.py,,,Anonymous access through the container proxy; absent path -> None; no hour file pulled (360 MB each).; exit 0
A0026,execute,round 2: child + acquire + observations suites after ADR-0079 (commit stamp),2026-09-04T12:00:14+00:00,pytest children/pmquant tests/pipeline_libs/test_observations.py tests/onboarding/test_acquire.py,"442 passed, 38 skipped",,The child's acquire_synthetic and readers ride run_acquisition; ADR-0079 did not move them; exit 0
A0027,execute,round 2: final full dskit suite before commit,2026-09-04T12:11:36+00:00,/home/user/dskit/.venv/bin/python -m pytest /home/user/dskit/tests -q -p no:cacheprovider,,,"Expected residue: optuna not installed (21), two root-user chmod tests, intraday_equities' known start-date failure.; exit 1"
A0028,research,round-2-open-todos-closed-adr-0079-commit-stamp-one-backoff-ceiling-hf-archive-p,2026-09-04T12:11:55+00:00,"Round 2: open TODOs closed (ADR-0079 commit stamp, one backoff ceiling, HF archive path verified)",docs/research/round-2-open-todos-closed-adr-0079-commit-stamp-one-backoff-ceiling-hf-archive-path-verified.md,docs/research/round-2-open-todos-closed-adr-0079-commit-stamp-one-backoff-ceiling-hf-archive-path-verified.md,
A0029,acquire,real e2e: live Gamma events -> token ids -> one real pmxt archive hour off HF,2026-09-04T12:15:36+00:00,/home/user/dskit/.venv/bin/python /tmp/claude-0/-home-user/66401f5f-c522-5eae-9358-ca57f5e784df/scratchpad/hf_e2e.py,,,"highest-temperature-in-nyc, hour 2026-08-09T12; ~360 MB download, cleanup on; temp onboarding root.; exit 1"
A0030,acquire,real e2e: live Gamma events -> token ids -> one real pmxt hour off HF (london),2026-09-04T12:18:53+00:00,"polymarket events: series_slugs london-daily-weather 2026-08-08..11; archive_hours: hour 2026-08-09T12, 66 token ids, cleanup on","events 33 markets (fee_rate 0.05); archive 139,733 rows (139,525 price_change + 208 book) from one ~360 MB hour file",/tmp/poly-e2e-05ublbtx/ob (temp root),"FOUND: archive key (asset_id, ts, event_type) not unique -> scan_stream refuses; same price level updated up to 3x in one ms; fix = seq within (asset_id, ts). exec refused an 85-char step after running; recorded by hand"
A0031,acquire,real e2e round 3: archive_hours resolves tokens from the slug; seq key; one hour,2026-09-04T12:26:15+00:00,"polymarket archive_hours: series_slugs london-daily-weather 2026-08-08..11, hours [2026-08-09T12], no token_ids, cleanup on","139,733 records (139,525 price_change + 208 book), 44 assets, max seq 3; scan_stream dedup read-back OK",/tmp/poly-e2e3-5zrpri3p/ob (temp root),34 s incl. the ~360 MB download; sync-state meta consulted; exec refused an 87-char step after running; recorded by hand
A0032,execute,round 3: final full dskit suite before commit,2026-09-04T12:35:26+00:00,/home/user/dskit/.venv/bin/python -m pytest /home/user/dskit/tests -q -p no:cacheprovider,,,"Expected residue: optuna not installed (21), two root-user chmod tests, intraday_equities' known start-date failure.; exit 1"
A0033,research,round-3-the-polymarket-path-proven-on-real-data-the-archive-key-was-not-unique-s,2026-09-04T12:35:54+00:00,Round 3: the Polymarket path proven on real data; the archive key was not unique (seq); ADR-0080,docs/research/round-3-the-polymarket-path-proven-on-real-data-the-archive-key-was-not-unique-seq-adr-0080.md,docs/research/round-3-the-polymarket-path-proven-on-real-data-the-archive-key-was-not-unique-seq-adr-0080.md,
